New track in update: 'HARM1'
New track in update: 'HARM2'
New track in update: 'HARM3'
New track in update: 'mechanicallove_rbn'
Differences found in track 'PART BASS':
Time: 17160, removed: EXPERT Blue
Time: 185523, removed: A#3
Time: 185662, removed: F#3
Time: 185881, removed: F#3
Time: 186000, added: F#3
Time: 186060, removed: OVERDRIVE, Phrase Marker
Time: 186240, added: OVERDRIVE, Phrase Marker
Time: 186390, removed: Phrase Marker
Time: 186480, added: Phrase Marker
Time: 186709, removed: C#4
Time: 186720, added: C#4
Time: 186849, removed: C#4
Time: 186930, added: C#4
Time: 187140, added: C#4
Time: 187209, removed: C#4
Time: 187424, removed: C#4
Time: 187560, added: C#4
Time: 187680, added: A#3
Time: 187694, removed: A#3
Time: 187860, added: A#3
Time: 187964, removed: A#3
Time: 188220, added: D#4
Time: 188283, removed: D#4
Time: 188549, added: D#4
Time: 188552, removed: D#4
Time: 188640, added: C#4
Time: 188645, removed: C#4
Time: 188744, removed: C#4
Time: 188760, added: C#4
Time: 188910, added: C#4
Time: 189010, removed: C#4
Time: 189446, removed: C#4
Time: 189540, added: C#4
Time: 189628, removed: C#4
Time: 192940, removed: C#4
Time: 193080, added: C#4
Time: 193143, removed: Phrase Marker
Time: 193440, added: Phrase Marker
Time: 227222, removed: OVERDRIVE
Time: 227222, removed: Phrase Marker
Time: 227280, added: OVERDRIVE
Time: 227280, added: Phrase Marker
Time: 227490, added: F#3
Time: 227493, removed: F#3
Time: 227772, removed: F#3
Time: 227910, added: F#3
Time: 228120, added: C#4
Time: 228193, removed: C#4
Time: 231117, removed: C#4
Time: 231210, added: C#4
Time: 231390, added: C#4
Time: 231393, removed: C#4
Time: 231591, removed: C#4
Time: 231780, added: C#4
Time: 231841, removed: C#4
Time: 232080, added: C#4
Time: 232090, removed: C#4
Time: 232320, added: C#4
Time: 232353, removed: C#4
Time: 232579, removed: C#4
Time: 232590, added: C#4
Time: 232590, added: A#3
Time: 232676, removed: A#3
Time: 232857, removed: A#3
Time: 233040, added: A#3
Time: 233072, removed: A#3
Time: 233426, removed: G#3
Time: 233430, added: G#3
Time: 233539, removed: G#3
Time: 233550, added: G#3
Time: 233880, added: G#3
Time: 233932, removed: G#3
Time: 234302, removed: G#3
Time: 234360, added: G#3
Time: 234660, added: A#3
Time: 234667, removed: A#3
Time: 235204, removed: A#3
Time: 235260, added: A#3
Time: 235354, removed: OVERDRIVE, Phrase Marker
Time: 235440, added: OVERDRIVE, Phrase Marker
Time: 235526, removed: Phrase Marker
Time: 235680, added: C#4
Time: 235716, removed: C#4
Time: 236003, removed: C#4
Time: 236010, added: C#4
Time: 236190, added: C#4
Time: 236218, removed: C#4
Time: 236444, removed: C#4
Time: 236460, added: C#4
Time: 236460, added: A#3
Time: 236561, removed: A#3
Time: 236796, removed: A#3
Time: 236820, added: A#3
Time: 236876, removed: A#3
Time: 237108, removed: A#3
Time: 237120, added: A#3
Time: 237120, added: G#3
Time: 237233, removed: G#3
Time: 237466, removed: G#3
Time: 237540, added: G#3
Time: 237634, removed: G#3
Time: 238440, added: G#3
Time: 238530, added: A#3
Time: 238549, removed: G#3
Time: 238692, removed: A#3
Time: 238956, removed: A#3
Time: 238980, added: F#3
Time: 238980, added: A#3
Time: 239028, removed: F#3
Time: 239280, added: F#3
Time: 239292, removed: F#3
Time: 239490, added: F#3
Time: 239506, removed: F#3
Time: 241874, removed: F#3
Time: 241950, added: F#3
Time: 242035, removed: Phrase Marker
Time: 242160, added: Phrase Marker
Time: 242401, removed: OVERDRIVE, Phrase Marker
Time: 242640, added: OVERDRIVE, Phrase Marker
Time: 242760, added: F#3
Time: 242783, removed: F#3
Time: 243071, removed: F#3
Time: 243240, added: F#3
Time: 243540, added: C#4
Time: 243619, removed: C#4
Time: 246590, removed: C#4
Time: 246601, added: C#4
Time: 246720, added: C#4
Time: 246724, removed: C#4
Time: 246918, removed: C#4
Time: 247170, added: C#4
Time: 247326, removed: C#4
Time: 247500, added: C#4
Time: 247527, removed: C#4
Time: 247680, added: C#4
Time: 247725, removed: C#4
Time: 247950, added: C#4
Time: 247950, added: A#3
Time: 247987, removed: C#4
Time: 248076, removed: A#3
Time: 248249, removed: A#3
Time: 248340, added: A#3
Time: 248409, removed: A#3
Time: 248603, removed: A#3
Time: 248640, added: A#3
Time: 248730, added: G#3
Time: 248747, removed: G#3
Time: 248880, added: G#3
Time: 248923, removed: G#3
Time: 249150, added: G#3
Time: 249217, removed: G#3
Time: 249905, added: G#3
Time: 249912, removed: G#3
Time: 250050, added: A#3
Time: 250064, removed: A#3
Time: 250830, added: F#3, A#3
Time: 250901, removed: A#3
Time: 251006, removed: F#3
Time: 251262, removed: F#3
Time: 251280, added: F#3
Time: 251503, removed: OVERDRIVE
Time: 251503, removed: Phrase Marker
Time: 251520, added: OVERDRIVE
Time: 251520, added: Phrase Marker
Time: 251747, removed: Phrase Marker
Time: 251760, added: Phrase Marker
Time: 252000, added: C#4
Time: 252017, removed: C#4
Time: 252268, removed: C#4
Time: 252330, added: C#4
Time: 252450, added: C#4
Time: 252522, removed: C#4
Time: 252816, removed: C#4
Time: 252840, added: C#4
Time: 252960, added: A#3
Time: 252986, removed: A#3
Time: 253140, added: A#3
Time: 253278, removed: A#3
Time: 253500, added: D#4
Time: 253515, removed: D#4
Time: 253853, removed: D#4
Time: 253860, added: D#4
Time: 253860, added: C#4
Time: 253935, removed: C#4
Time: 254040, added: C#4
Time: 254059, removed: C#4
Time: 254190, added: C#4
Time: 254250, removed: C#4
Time: 254530, removed: C#4
Time: 254820, added: C#4
Time: 254910, added: C#4
Time: 254945, removed: C#4
Time: 257803, removed: C#4
Time: 257939, removed: Phrase Marker
Time: 258030, added: C#4
Time: 258054, removed: OVERDRIVE, Phrase Marker
Time: 258120, added: OVERDRIVE, Phrase Marker
Time: 258234, removed: F#3
Time: 258240, added: F#3
Time: 258513, removed: F#3
Time: 258630, added: F#3
Time: 258870, added: C#4
Time: 258919, removed: C#4
Time: 261582, removed: C#4
Time: 261990, added: C#4
Time: 262080, added: C#4
Time: 262134, removed: C#4
Time: 262459, removed: C#4
Time: 262500, added: C#4
Time: 262613, removed: C#4
Time: 262798, removed: C#4
Time: 262830, added: C#4
Time: 263040, added: C#4
Time: 263051, removed: C#4
Time: 263280, added: C#4
Time: 263302, removed: C#4
Time: 263370, added: A#3
Time: 263414, removed: A#3
Time: 263580, removed: A#3
Time: 263730, added: A#3
Time: 263838, removed: A#3
Time: 264023, removed: A#3
Time: 264060, added: A#3
Time: 264060, added: G#3
Time: 264158, removed: G#3
Time: 264268, removed: G#3
Time: 264270, added: G#3
Time: 264600, added: G#3
Time: 264662, removed: G#3
Time: 265063, removed: G#3
Time: 265110, added: G#3
Time: 265380, added: A#3
Time: 265393, removed: A#3
Time: 266010, added: A#3
Time: 266092, removed: A#3
Time: 266160, added: OVERDRIVE
Time: 266160, added: Phrase Marker
Time: 266179, removed: OVERDRIVE
Time: 266179, removed: Phrase Marker
Time: 266272, removed: Phrase Marker
Time: 266400, added: C#4
Time: 266436, removed: C#4
Time: 266730, added: C#4
Time: 266742, removed: C#4
Time: 266910, added: C#4
Time: 266950, removed: C#4
Time: 267150, added: C#4
Time: 267198, removed: C#4
Time: 267240, added: A#3
Time: 267269, removed: A#3
Time: 267492, removed: A#3
Time: 267570, added: A#3
Time: 267622, removed: A#3
Time: 267870, added: A#3
Time: 267870, added: G#3
Time: 267873, removed: A#3
Time: 267960, removed: G#3
Time: 268211, removed: G#3
Time: 268290, added: G#3
Time: 268339, removed: G#3
Time: 269160, added: G#3
Time: 269165, removed: G#3
Time: 269250, added: A#3
Time: 269321, removed: A#3
Time: 269663, removed: A#3
Time: 269730, added: F#3
Time: 269730, added: A#3
Time: 269773, removed: F#3
Time: 270000, added: F#3
Time: 270013, removed: F#3
Time: 270210, added: F#3
Time: 270212, removed: F#3
Time: 272453, removed: F#3
Time: 272580, added: F#3
Time: 272601, removed: Phrase Marker
Time: 272880, added: Phrase Marker
Time: 273046, removed: Phrase Marker
Time: 273360, added: Phrase Marker
Time: 273389, removed: F#3
Time: 273480, added: F#3
Time: 273876, removed: F#3
Time: 273960, added: F#3
Time: 274144, removed: C#4
Time: 274260, added: C#4
Time: 277176, removed: C#4
Time: 277320, added: C#4
Time: 277440, added: C#4
Time: 277506, removed: C#4
Time: 277664, removed: C#4
Time: 277854, removed: C#4
Time: 277860, added: C#4
Time: 278122, removed: C#4
Time: 278220, added: C#4
Time: 278400, added: C#4
Time: 278472, removed: C#4
Time: 278668, added: C#4
Time: 278680, removed: C#4
Time: 278730, added: A#3
Time: 278771, removed: A#3
Time: 278961, removed: A#3
Time: 279090, added: A#3
Time: 279155, removed: A#3
Time: 279356, added: A#3
Time: 279361, removed: A#3
Time: 279450, added: G#3
Time: 279473, removed: G#3
Time: 279570, added: G#3
Time: 279590, removed: G#3
Time: 279870, added: G#3
Time: 279941, removed: G#3
Time: 280599, removed: G#3
Time: 280650, added: G#3
Time: 280770, added: A#3
Time: 280783, removed: A#3
Time: 281478, removed: A#3
Time: 281520, added: F#3
Time: 281520, added: A#3
Time: 281684, removed: F#3
Time: 282100, removed: F#3
Time: 282120, added: F#3
Time: 282184, removed: Phrase Marker
Time: 282378, removed: Phrase Marker
Time: 282480, added: Phrase Marker
Time: 282690, added: C#4
Time: 282696, removed: C#4
Time: 282940, removed: C#4
Time: 282960, added: C#4
Time: 283140, added: C#4
Time: 283242, removed: C#4
Time: 283488, removed: C#4
Time: 283560, added: C#4
Time: 283680, added: A#3
Time: 283702, removed: A#3
Time: 283860, added: A#3
Time: 283865, removed: A#3
Time: 284190, added: D#4
Time: 284279, removed: D#4
Time: 284550, added: D#4, C#4
Time: 284613, removed: D#4, C#4
Time: 284760, added: C#4
Time: 284788, removed: C#4
Time: 284910, added: C#4
Time: 284961, removed: C#4
Time: 285357, removed: C#4
Time: 285540, added: C#4
Time: 285648, removed: C#4
Time: 288840, removed: C#4
Time: 289110, added: C#4
Time: 289123, removed: Phrase Marker
Time: 289440, added: Phrase Marker
Text differences found in track 'PART VOCALS':
Time: 20518, Text event changed from '[play]' to '[no event]'
Time: 20880, Text event changed from '[no event]' to '[mellow]'
Time: 21120, Text event changed from '[mellow]' to '[no event]'
Time: 48960, Text event changed from '[no event]' to '[play]'
Time: 49159, Text event changed from '[play]' to '[no event]'
Time: 65994, Text event changed from '[idle]' to '[no event]'
Time: 70547, Text event changed from '[mellow]' to '[no event]'
Time: 73677, Text event changed from '[intense]' to '[no event]'
Time: 73680, Text event changed from '[no event]' to '[intense]'
Time: 97200, Text event changed from '[no event]' to '[mellow]'
Time: 97210, Text event changed from '[mellow]' to '[no event]'
Time: 101280, Text event changed from '[no event]' to '[idle]'
Time: 102139, Text event changed from '[idle]' to '[no event]'
Time: 112552, Text event changed from '[play]' to '[no event]'
Time: 113040, Text event changed from '[no event]' to '[play]'
Time: 113545, Text event changed from '[mellow]' to '[no event]'
Time: 113550, Text event changed from '[no event]' to '[mellow]'
Time: 140657, Text event changed from '[play]' to '[no event]'
Time: 140670, Text event changed from '[no event]' to '[play]'
Time: 157934, Text event changed from '[idle]' to '[no event]'
Time: 161592, Text event changed from '[play]' to '[no event]'
Time: 189445, Text event changed from '[mellow]' to '[no event]'
Time: 189450, Text event changed from '[no event]' to '[mellow]'
Time: 193440, Text event changed from '[no event]' to '[idle_mellow]'
Time: 194161, Text event changed from '[idle_realtime]' to '[no event]'
Time: 201473, Text event changed from '[idle_intense]' to '[no event]'
Time: 201480, Text event changed from '[no event]' to '[idle_intense]'
Time: 227279, Text event changed from '[mellow]' to '[no event]'
Time: 227280, Text event changed from '[no event]' to '[mellow]'
Time: 232129, Text event changed from '[intense]' to '[no event]'
Time: 232140, Text event changed from '[no event]' to '[intense]'
Time: 285474, Text event changed from '[mellow]' to '[no event]'
Time: 285480, Text event changed from '[no event]' to '[mellow]'
Time: 289919, Text event changed from '[no event]' to '[idle_realtime]'
Time: 290009, Text event changed from '[idle_realtime]' to '[no event]'
